,index,id,target,enzyme,smile,name
631,631,DB01192,P35372|P41143,P08684|P10635,231|311|314|327|370|389|486|583|649|650|656|682|750|806|807|926|935|940|1019|1039|1057|1060|1104|1117|1145|1154|1162|1174|1209|1236|1288|1291|1294|1372|1380|1475|1480|1602|1607|1628|1656|1738|1750|1760|1761|1808|1873|1980,Oxymorphone
632,632,DB01193,P08588|P07550,P10635,1|41|80|94|118|169|184|191|227|283|294|430|462|500|606|650|658|695|782|794|807|843|875|899|901|1017|1028|1057|1084|1152|1353|1357|1380|1382|1452|1564|1574|1750|1816|1820|1873|1917|1970|1978|1991|2030|2038,Acebutolol
633,633,DB01194,P00918|P00915|P22748|P35218|P07451,P08684,13|80|162|207|294|350|404|437|469|486|650|675|695|722|739|805|833|841|875|926|935|936|982|990|1005|1008|1019|1027|1057|1064|1126|1145|1152|1171|1330|1362|1380|1476|1486|1521|1569|1607|1624|1642|1683|1712|1726|1873|1911|1966|2000,Brinzolamide
634,634,DB01195,Q14524|P35499|Q12809|Q92736,P10635|P05177|P11712,80|85|94|114|197|213|305|322|325|329|356|486|487|500|650|695|718|807|809|870|875|890|926|980|994|1019|1028|1114|1121|1146|1152|1317|1325|1380|1452|1453|1501|1507|1604|1733|1744|1750|1762|1873|1912|1917|1928|1970|1991,Flecainide
635,635,DB01196,P11137|P78559|P03372|Q92731,P08684,80|105|116|322|408|455|519|555|562|622|650|695|713|718|728|760|781|807|823|875|881|926|978|1019|1027|1028|1039|1057|1060|1073|1109|1142|1162|1236|1257|1263|1274|1313|1325|1337|1380|1456|1476|1477|1636|1660|1683|1729|1738|1750|1873|1911|1917|1941|1951,Estramustine
636,636,DB01198,P14867|P47869|P34903|P31644|P30536,P08684|P10632|P11712|P23219|P05181,14|207|216|217|314|323|378|387|394|527|532|561|571|576|635|650|685|695|705|807|816|879|926|935|1019|1057|1065|1071|1088|1126|1129|1145|1152|1236|1355|1380|1407|1452|1480|1503|1535|1548|1589|1599|1683|1750|1866|1873|1917|1922|2009,Zopiclone
637,637,DB01199,Q15822|P46098|P22303|P36544,P06276,87|148|202|231|233|249|307|326|426|475|486|521|656|668|695|706|752|807|841|875|926|935|1013|1019|1026|1027|1057|1101|1128|1145|1208|1236|1294|1312|1355|1364|1380|1392|1428|1475|1480|1485|1519|1536|1591|1599|1602|1607|1631|1648|1660|1673|1679|1729|1738|1745|1750|1783|1803|1810|1815|1862|1873|1888|1891|1905|1970|1979|2021,Tubocurarine
638,638,DB01200,P14416|P35462|P28221|P08913|P08908|P18825|P18089|P41595|P21917|P28223|P28222|P28335|P21918|P21728|P35348|P35368|P25100|P34969,P08684,1|5|77|80|94|98|110|119|150|202|230|231|255|269|283|314|335|338|344|352|361|424|446|486|517|524|551|634|650|656|684|689|695|716|728|739|742|779|784|807|820|918|926|935|963|974|979|984|1019|1028|1039|1057|1060|1074|1088|1105|1114|1118|1145|1152|1154|1274|1281|1312|1325|1351|1380|1480|1547|1630|1631|1718|1730|1745|1750|1760|1783|1847|1849|1859|1873|1917|1948|1977|1984|2013,Bromocriptine
639,639,DB01201,P9WGY7,P11712|P08684|P10632|P33261|P20813|P08684|Q9HB55|P20815|P24462,83|202|215|252|260|284|297|314|328|350|410|440|462|521|527|558|564|566|574|590|594|650|656|694|695|707|725|807|841|862|864|884|890|913|926|932|935|937|966|1017|1019|1028|1032|1035|1057|1060|1083|1088|1101|1114|1126|1249|1257|1274|1282|1294|1296|1309|1325|1380|1400|1426|1480|1487|1513|1553|1575|1602|1634|1657|1661|1684|1718|1722|1736|1747|1764|1768|1780|1796|1805|1825|1854|1871|1873|1885|1910|1917|1935|1950|1957|1969|1984|1993|2019|2045,Rifapentine
640,640,DB01204,P11388,P05181|Q16678|P08684,80|222|314|410|437|473|587|650|667|723|807|897|899|1004|1118|1152|1224|1322|1380|1416|1471|1475|1476|1517|1602|1607|1747|1750|1790|1856|1873,Mitoxantrone
641,641,DB01206,Q9H169,P08684|P10635,2|80|193|387|428|473|650|725|807|815|827|881|890|926|979|1019|1028|1109|1152|1189|1278|1325|1425|1456|1634|1655|1683|1686|1917|1951,Lomustine
642,642,DB01208,P43702|P43700|P11388,P05177,33|128|146|259|275|296|314|322|326|338|348|389|407|453|456|464|525|577|624|650|699|739|774|807|926|935|1019|1047|1057|1114|1169|1171|1172|1235|1309|1325|1380|1402|1440|1445|1457|1496|1546|1873|1910|1917|1928|1984|1991,Sparfloxacin
643,643,DB01210,P07550|P08588,P10635,1|2|80|89|114|118|227|314|352|361|392|430|603|606|650|658|695|751|757|807|843|892|926|982|984|1028|1039|1057|1088|1129|1152|1353|1380|1387|1391|1410|1452|1578|1738|1750|1873|1970|1985|2038,Levobunolol
644,644,DB01211,P0A7J6|Q12809|Q9Y6L6|Q9NPD5,P08684|P20815,42|80|140|206|231|269|278|281|294|314|349|438|560|611|612|644|649|650|656|679|687|695|722|750|807|841|869|881|886|926|941|960|1019|1054|1057|1060|1154|1162|1163|1173|1176|1217|1257|1266|1274|1292|1309|1313|1323|1341|1366|1380|1381|1395|1427|1450|1454|1487|1491|1498|1509|1546|1629|1635|1679|1763|1779|1783|1788|1885|1921|1950|1991,Clarithromycin
645,645,DB01212,P0A3M6|Q9NSA0|Q4U2R8|Q8TCC7|P46059,P15104,5|80|89|116|134|150|232|233|235|314|329|341|378|387|389|415|431|440|456|470|547|552|633|650|653|675|695|698|725|747|750|753|762|792|807|841|850|855|859|872|882|926|935|936|963|998|1019|1057|1063|1114|1145|1152|1171|1210|1252|1264|1279|1283|1293|1334|1375|1380|1422|1441|1457|1508|1547|1567|1617|1855|1868|1873|1893|1917|1922|2021,Ceftriaxone
646,646,DB01213,P07327|P00325|P00326|P04040,P05181|P11509,378|609|632|671|695|1057|1114|1210|1380|1415|1535|1597|1722|1823|1873|1879,Fomepizole
647,647,DB01214,P07550|P08588,P10635,1|39|80|118|169|227|252|283|333|422|430|441|606|650|658|695|782|807|875|998|1017|1028|1035|1057|1152|1353|1380|1391|1452|1562|1574|1722|1729|1775|1873|1917|1949|1970|2030|2038,Metipranolol
648,648,DB01215,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928,P08684,91|135|165|216|281|326|352|378|389|421|561|564|624|724|736|816|825|843|856|871|875|881|926|932|935|1085|1088|1119|1129|1160|1164|1199|1295|1380|1571|1683|1750|1863|1873|1915,Estazolam
649,649,DB01216,P31213|P18405|P51857,P20815|P24462|P08684,13|105|114|120|159|164|206|264|301|314|335|354|392|463|519|522|529|547|562|603|622|627|650|689|787|807|926|1019|1057|1060|1090|1095|1114|1133|1152|1162|1274|1303|1325|1380|1456|1477|1533|1599|1617|1682|1756|1873|1917|1951,Finasteride
650,650,DB01217,P11511,P08684|P20815|P10632|P22310|P35503|P16662|P05177|P11712,43|54|80|114|119|378|392|489|548|645|651|674|747|790|842|875|903|932|935|965|1024|1057|1366|1368|1380|1384|1417|1603|1673|1701|1754|1765|1778|1873,Anastrozole
651,651,DB01218,Q12809|P46925,P10635|P08684|P20815|P10632,1|80|114|216|227|230|237|251|277|294|345|348|366|384|561|591|739|778|794|807|809|843|875|881|945|1021|1033|1057|1172|1209|1260|1357|1362|1380|1417|1453|1522|1581|1665|1683|1733|1747|1750|1755|1873|1904|1911|1928|1951,Halofantrine
652,652,DB01220,P0A8V2|O75469,P08684|P33261|P10632,202|215|224|227|252|260|284|297|314|378|410|462|521|564|566|574|594|650|656|688|695|807|819|841|862|875|879|884|886|913|935|937|966|1013|1017|1019|1032|1035|1057|1060|1083|1088|1101|1114|1126|1153|1249|1257|1274|1282|1292|1294|1296|1309|1380|1426|1436|1440|1463|1487|1513|1553|1575|1602|1634|1657|1684|1718|1722|1724|1747|1750|1753|1768|1780|1796|1805|1823|1825|1855|1873|1885|1917|1935|1950|1957|1969|1984|2019|2045,Rifaximin
653,653,DB01221,Q8TCU5|P25103|P14416|P41143|P23975|P41145|P35372|P11229|P08172|P20309|P08173|P08912|P28223|P41595|P28335|P08908|P28222|P28221|P28566|P30939|P46098|Q693P7|P06276|P29475,P11712|P08684|P20813|P23219|P10632,160|310|314|366|396|398|561|645|650|926|974|1028|1057|1060|1088|1118|1152|1162|1186|1199|1380|1430|1460|1562|1638|1683|1685|1738|1750|1855|1873|1980,Ketamine
654,654,DB01222,P04150|P04083,P08684|P20815|P08684|Q9HB55|P20815|P24462|P11509|Q16678|P20813|P10632|P11712|P33261,51|80|84|97|182|222|240|294|298|314|371|373|408|504|519|547|622|650|656|658|679|703|706|787|794|807|832|849|852|926|967|1009|1019|1057|1060|1070|1102|1114|1148|1186|1223|1257|1274|1285|1292|1325|1380|1428|1436|1489|1612|1664|1700|1738|1831|1872|1873|1917|1921|1938|1997|2015|2021,Budesonide
655,655,DB01223,Q14432|P30542|P0DMS8|Q92769,P05177|P05181|P08684,13|80|314|378|400|503|504|564|650|713|771|806|834|873|935|981|988|1024|1057|1058|1114|1145|1171|1258|1380|1452|1457|1530|1696|1840|1873,Aminophylline
656,656,DB01224,P28223|P14416|P08908|P28222|P28221|P28566|P28335|P46098|P50406|P34969|P21728|P21918|P35462|P21917|P35367|P35348|P35368|P25100|P08913|P18089|P18825|P11229|P08172|P20309|P08173|P08912,P20815|P08684|P33261|P10635|P24462,13|74|80|95|222|352|378|397|407|440|473|533|588|653|675|691|695|807|926|927|935|944|949|984|1069|1088|1145|1163|1199|1369|1380|1476|1480|1482|1497|1508|1585|1728|1750|1768|1791|1873|1904|1992|2044,Quetiapine
657,657,DB01227,P35372|P30926|P32297,P20815|P24462|P08684,1|52|69|80|114|158|185|283|294|389|577|650|695|807|825|881|1017|1035|1057|1078|1088|1163|1199|1226|1273|1318|1380|1394|1417|1544|1733|1750|1755|1781|1873|1917|1968|2017,Levacetylmethadol
658,658,DB01228,Q14524,P10635,80|88|201|322|486|548|562|650|695|718|781|807|831|832|841|870|890|926|935|947|1019|1028|1057|1088|1145|1152|1199|1224|1243|1325|1349|1367|1379|1380|1385|1480|1536|1552|1597|1665|1696|1697|1750|1795|1816|1873|1917|1998,Encainide
659,659,DB01229,Q9H4B7|P10415|P27816|P11137|P10636|O75469,P08684|P20815|P24462|P11511|Q16678|P10632,1|117|131|145|147|188|196|227|244|297|310|314|352|389|486|521|606|608|626|650|656|666|668|679|682|695|706|718|733|760|787|797|802|807|926|959|962|1017|1019|1035|1057|1060|1088|1102|1124|1126|1143|1152|1153|1154|1185|1199|1224|1240|1257|1274|1292|1300|1341|1365|1380|1385|1411|1438|1440|1446|1499|1508|1525|1581|1586|1665|1673|1696|1711|1721|1722|1750|1832|1839|1873|1917|1971|1985|1991|1994,Paclitaxel
660,660,DB01232,Q72874,P24462|P20815|P08684|P10632|P10635,1|79|80|104|114|117|140|159|203|227|276|289|306|354|376|378|389|392|447|486|531|573|585|587|603|612|650|689|736|739|807|837|847|855|857|888|890|926|935|953|1019|1028|1057|1066|1074|1087|1088|1097|1110|1152|1171|1178|1187|1199|1203|1287|1290|1292|1325|1380|1399|1435|1500|1563|1660|1682|1750|1754|1771|1855|1873|1881|1898|1900|1917|1922|1951|2022,Saquinavir
661,661,DB01233,P14416|P11229|Q13639|P46098,P10635|P08684|P05177,8|50|71|80|197|249|251|294|317|366|486|561|620|650|667|695|807|841|875|881|910|932|1057|1152|1171|1254|1277|1304|1317|1380|1457|1536|1610|1683|1762|1873|1917|1951|1970|1981|1991,Metoclopramide
662,662,DB01234,P04150|P51843|P04083|P35228|O75469,P80365|P08684|P28845|P20815|P24462|P05093|P04798|P11509|P20813|P33261|P10632|P05181|Q9HB55|Q02928|P15538,61|80|84|182|222|251|314|460|504|519|540|547|650|679|748|760|787|807|926|967|1019|1020|1042|1057|1060|1154|1165|1194|1257|1274|1292|1309|1325|1380|1428|1436|1448|1556|1609|1612|1624|1664|1738|1774|1791|1828|1873|1909|1917|1928|1975|1997|2021|2026,Dexamethasone
663,663,DB01235,P21728|P21918|P14416|P35462|P21917,P20711,1|79|80|193|310|315|389|589|650|786|807|875|1017|1171|1221|1380|1427|1475|1602|1607|1750|1754|1844|1849|1873|1917|1990,Levodopa
664,664,DB01236,P14867|P23415|P42261|P98194|P03886|P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|Q96ER9,P05181|P11509|P20813|P08684,1|80|114|136|245|271|316|496|695|896|1239|1371|1453|1728|1928,Sevoflurane
665,665,DB01238,P08908|P14416|P28223|P35348|P35368|P35462|P28221|P34969|P08913|P18825|P35367|P28222|P28335|P46098|P50406|P21728|P21917|P18089|P28566|P21918|P41595|P47898|P08588|P07550|P25021|Q9Y5N1|Q9H3N8|P11229|P08172|P20309|P08173|P08912|P41145|P35372|P41143|Q05586|Q12879|Q13224|Q14957|O15399|Q8TCU5|O60391|Q01959|P31645,P08684|P24462|P20815|P10635,13|74|80|231|259|314|322|366|407|480|561|584|650|653|695|718|845|866|875|893|926|935|974|988|1011|1034|1039|1060|1088|1114|1145|1236|1249|1269|1295|1380|1452|1480|1482|1501|1508|1575|1646|1647|1665|1683|1738|1750|1791|1873|1911|1980|1982|1997,Aripiprazole
666,666,DB01241,Q07869|Q9Y6L6|Q8TCC7|O94956|Q9NPD5,P10632|P33261|P11712|P05177|P08684|P16662|P22309|P35503|O60656|P06133|O75795,13|80|87|114|235|389|392|650|695|790|807|875|948|964|1013|1057|1110|1225|1308|1380|1391|1452|1518|1612|1691|1722|1750|1823|1873|1911|1913|1917|1970|1977,Gemfibrozil
667,667,DB01242,P31645|P28223|P41595|P28335|P23975|P09211,P10635|P33261|P05177|P08684,24|80|165|177|216|561|588|597|652|693|816|875|881|926|935|946|955|1057|1088|1101|1145|1163|1199|1211|1236|1295|1380|1470|1647|1665|1683|1708|1738|1750|1873|1911|1951|1980,Clomipramine
668,668,DB01244,O00555|O95180|Q9NY47|P05023|P51787|P63316|P0DP23|Q01064|P54750|Q12809,P10635|P08684,1|80|118|137|254|280|283|288|308|368|389|507|695|881|903|926|935|1028|1057|1066|1077|1088|1096|1147|1182|1183|1191|1199|1265|1380|1480|1582|1687|1750|1754|1847|1860|1873|1896|1992|1998,Bepridil
669,669,DB01245,Q15822|P22303|P43681|P17787,P06276,80|319|414|550|628|913|1057|1143|1312|1360|1911,Decamethonium
670,670,DB01248,Q9H4B7|P10415|P11137|P27816|P10636|O75469,P08684|P20815|P24462|Q16678,1|114|117|131|145|147|188|196|227|231|297|310|312|314|352|389|392|606|608|626|650|656|666|668|679|682|695|706|733|752|760|787|797|802|807|816|926|959|962|1017|1019|1035|1040|1057|1060|1088|1126|1143|1152|1153|1154|1199|1224|1240|1257|1272|1274|1292|1300|1365|1380|1385|1411|1438|1440|1499|1508|1525|1574|1581|1586|1643|1673|1696|1711|1721|1722|1750|1758|1832|1839|1859|1873|1908|1917|1971|1985|1991|1994,Docetaxel
671,671,DB01251,Q09428|Q15842,P11712,2|80|84|255|307|310|314|319|322|331|337|350|352|387|428|454|502|559|588|642|650|695|715|718|749|781|807|841|858|875|879|883|890|926|935|1018|1019|1028|1045|1057|1060|1145|1152|1185|1243|1274|1279|1325|1380|1476|1536|1606|1634|1655|1750|1754|1798|1822|1862|1873|1917|1972|1980|1989,Gliquidone
672,672,DB01252,Q09428|P37231,P35503|P16662,1|20|79|80|258|276|343|389|585|650|701|739|807|857|890|926|935|1009|1019|1028|1066|1088|1199|1290|1325|1380|1507|1671|1750|1754|1844|1873|1877|1881|1917|1943|2009,Mitiglinide
673,673,DB01253,P35348,P08684,1|80|98|117|119|201|222|231|283|352|424|482|486|524|587|650|689|716|739|742|779|806|807|837|918|926|935|963|984|1019|1039|1057|1088|1114|1145|1152|1236|1293|1312|1377|1380|1575|1577|1750|1783|1859|1873|1879|1917|1937|1965|1984|1995|2013|2018,Ergometrine
674,674,DB01254,P00519|P12931|P29317|P06239|P07947|P10721|P09619|P51692|P42684|P06241|Q06187|Q92570|P11274|P41240|P54756|P54760|P09769|P42685|P11142|P07948|Q9NYL2|Q16539|Q06203,P08684|P04798|P05177|Q16678|P20815|P31513,74|80|162|205|222|366|378|381|385|407|419|473|486|491|527|541|561|569|580|650|675|702|722|798|807|875|926|935|971|974|1039|1057|1088|1099|1126|1131|1145|1152|1175|1217|1232|1245|1336|1380|1384|1391|1407|1452|1480|1482|1485|1508|1535|1683|1722|1750|1782|1791|1816|1855|1873|1909|1917|1959|1999,Dasatinib
675,675,DB01255,Q96RJ0,P10635,1|79|80|117|238|283|389|412|573|650|739|786|807|857|890|981|1018|1057|1066|1082|1088|1152|1171|1199|1283|1380|1517|1524|1728|1750|1754|1840|1849|1873|1911|1917|2018,Lisdexamfetamine
676,676,DB01256,Q9A1X4,P08684,1|69|80|116|141|203|249|269|314|338|370|418|491|559|563|618|650|679|694|695|807|838|926|935|986|1019|1029|1050|1057|1060|1126|1145|1154|1162|1185|1209|1257|1274|1292|1309|1325|1366|1372|1380|1386|1402|1412|1573|1574|1576|1645|1722|1738|1759|1881|1900|1910|1917|1959|1960|2006|2026|2028|2038,Retapamulin
677,677,DB01259,P00533|P04626,P08684|P20815|P10632|P33261,80|94|107|113|121|182|191|230|250|255|329|350|366|378|397|481|489|491|532|536|561|629|650|656|667|692|695|699|708|714|720|745|794|843|875|888|896|961|991|1004|1038|1039|1057|1066|1088|1097|1110|1122|1152|1157|1160|1226|1357|1367|1380|1452|1457|1476|1487|1495|1581|1604|1670|1683|1750|1754|1810|1873|1928|1934|1937|1970|1990,Lapatinib
678,678,DB01260,P04150,P08684,17|51|80|84|182|222|240|314|373|408|504|519|547|622|650|656|679|703|706|787|807|849|926|967|1009|1019|1057|1060|1070|1102|1120|1186|1223|1257|1274|1285|1292|1325|1380|1428|1436|1489|1612|1664|1700|1730|1738|1810|1831|1873|1917|1929|1934|1938|1984|1997|2015|2021,Desonide
679,679,DB01261,P27487,P08684|P10632,1|79|80|114|246|378|389|421|649|650|699|764|786|793|807|809|824|867|875|926|935|1009|1028|1164|1171|1290|1292|1349|1380|1453|1462|1477|1480|1496|1499|1539|1589|1618|1652|1687|1840|1873|1917|1928|1934|1943|1946|2009|2019|2028,Sitagliptin
680,680,DB01262,P26358,P27707,4|80|194|222|240|314|378|409|439|577|601|606|610|650|656|807|849|896|926|932|935|1008|1019|1126|1171|1257|1292|1380|1452|1457|1463|1516|1659|1764|1819|1855|1873|1887|1921,Decitabine
681,681,DB01263,P10613,P08684,1|29|37|43|70|80|84|102|135|136|144|227|233|283|294|314|322|378|407|489|520|548|564|629|650|651|656|679|687|695|699|718|747|749|754|771|807|839|840|875|926|932|935|983|1017|1019|1024|1057|1060|1123|1136|1161|1167|1197|1255|1260|1380|1388|1405|1410|1449|1452|1480|1487|1508|1544|1603|1670|1693|1701|1750|1825|1827|1840|1873|1885|1923|1928|1935|1957|1980,Posaconazole
682,682,DB01264,Q72874,P08684|P10635,1|79|80|117|208|227|252|282|283|319|350|389|419|439|485|615|622|650|656|695|715|798|802|807|815|837|857|877|881|888|924|926|950|1019|1057|1066|1088|1126|1145|1152|1168|1171|1190|1199|1305|1325|1328|1330|1380|1383|1399|1457|1476|1506|1565|1609|1709|1750|1754|1758|1771|1804|1847|1860|1873|1917|1923|1946,Darunavir
683,683,DB01267,P28223|P14416|P35367|P35348|P35368|P21917|P28221|P35462|P28335|P08913|P18089|P18825|P08908|P21728|P34969,P08684|P10635|P20815,30|56|63|80|92|97|112|218|248|265|314|378|446|504|630|650|656|699|802|807|875|885|926|935|987|1019|1028|1057|1115|1129|1145|1193|1203|1243|1257|1261|1325|1357|1380|1398|1410|1449|1463|1480|1482|1487|1496|1542|1598|1670|1722|1733|1750|1791|1808|1855|1873|1874|1928|1961|1962|2000|2034,Paliperidone
684,684,DB01268,P09619|P17948|P10721|P35968|P35916|P36888|P07333|P16234,P20815|P24462|P08684,8|74|80|107|142|197|251|252|281|294|314|352|486|527|571|586|590|620|624|650|667|692|694|699|753|807|840|875|881|932|966|1004|1057|1060|1114|1120|1152|1277|1314|1380|1410|1412|1487|1490|1610|1657|1670|1674|1722|1745|1750|1873|1917|1928|1951|1981|1982,Sunitinib
685,685,DB01274,P07550,P10635|P33261|P11509|P11712,1|79|80|132|227|260|283|310|322|362|516|606|632|650|694|695|718|764|781|782|807|831|841|857|875|947|949|1004|1057|1152|1224|1362|1365|1380|1384|1434|1475|1536|1602|1607|1728|1750|1754|1853|1873|1964|1982|2018,Arformoterol
686,686,DB01275,Q16853|P13674|Q16665,P08684,8|71|281|378|647|708|841|871|959|1087|1088|1152|1164|1171|1199|1357|1380|1535|1573|1630|1701|1750|1842|1855|1873,Hydralazine
687,687,DB01280,P09884,P00813|P27707|Q16854,75|80|128|194|222|378|401|409|454|577|610|656|688|695|807|841|932|935|1019|1057|1074|1095|1099|1171|1176|1234|1240|1257|1313|1380|1452|1457|1487|1516|1536|1543|1696|1724|1764|1842|1844|1855|1873|1921|2023,Nelarabine
688,688,DB01283,P35354|P23219,P11712|P33261|O60656|P05177,80|235|325|366|381|389|420|468|491|561|650|699|701|807|875|914|974|1013|1032|1039|1057|1088|1152|1224|1349|1370|1380|1407|1674|1683|1722|1737|1750|1817|1823|1840|1856|1873|1917|1928|2000,Lumiracoxib
689,689,DB01289,Q15842,P11712,2|8|80|166|173|197|248|307|310|319|331|339|350|378|473|486|502|516|650|656|667|715|807|828|836|855|875|883|926|935|1028|1045|1057|1152|1184|1243|1380|1398|1476|1480|1507|1542|1606|1722|1742|1750|1754|1796|1873|1874|1917|1989|1998,Glisoxepide
690,690,DB01295,P08588|P07550|P35348,P10635,1|80|94|104|118|140|227|249|310|322|430|562|606|610|658|667|695|807|841|875|1004|1013|1027|1039|1055|1057|1088|1152|1169|1243|1245|1380|1445|1452|1481|1501|1507|1536|1699|1722|1750|1754|1823|1873|1970|2038,Bevantolol
691,691,DB01297,P08588,P10635,1|80|102|118|169|191|227|245|283|322|430|530|606|650|658|695|718|782|807|843|849|1017|1028|1057|1077|1152|1380|1445|1452|1574|1750|1816|1873|1917|2030|2038,Practolol
692,692,DB01303,Q14432|P27815|P29274|P30542|Q92769,P05177,80|222|314|319|378|379|400|414|473|504|564|597|606|628|650|771|807|913|928|935|944|1024|1057|1088|1145|1194|1258|1259|1360|1380|1400|1452|1477|1555|1695|1696|1873,Oxtriphylline
693,693,DB01319,Q72874,P08684,1|32|79|80|117|119|160|192|208|282|283|319|350|389|422|456|486|516|523|615|650|656|695|715|716|807|815|857|877|881|888|908|926|938|950|1019|1057|1066|1088|1126|1152|1168|1171|1190|1199|1257|1325|1328|1330|1380|1399|1457|1476|1541|1750|1754|1758|1771|1785|1788|1804|1819|1838|1847|1860|1873|1917|1923|1946|2030,Fosamprenavir
694,694,DB01320,Q14524,P11712|P33261|P08684|P20813|P05177|P19224|O60656,80|192|255|287|295|314|358|389|486|556|588|650|695|770|772|807|852|884|935|961|1060|1088|1101|1114|1199|1380|1716|1740|1750|1798|1803|1819|1838|1873|1931,Fosphenytoin
695,695,DB01327,P02918|P02919|P76577|P0AD65|P0AD68|P27169|P40933|P60568,P51580,5|40|41|80|89|116|118|162|186|202|232|233|281|294|305|314|329|341|378|387|389|419|456|470|650|665|675|698|747|753|762|797|807|859|872|882|892|926|932|935|936|941|998|999|1019|1057|1063|1085|1152|1164|1189|1279|1312|1380|1414|1441|1508|1510|1567|1722|1783|1873|1917|1922,Cefazolin
696,696,DB01331,P08506|P0AEB2|P0AFI5|P24228|P02918|P02919|P0AD68|Q75Y35|Q7CRA4|Q8DNB6|Q8DR59|P0A3M6,P00808,14|41|80|140|147|196|232|241|255|264|314|325|344|383|389|456|470|517|650|656|675|695|745|807|824|841|859|872|882|911|926|935|936|960|998|1019|1057|1060|1075|1088|1152|1171|1196|1219|1255|1256|1380|1511|1567|1572|1590|1610|1614|1747|1750|1786|1804|1873|1917|1922|2032,Cefoxitin
697,697,DB01333,P02918,P08684,1|5|139|233|237|259|314|387|389|424|456|470|573|650|675|698|753|786|807|858|859|926|935|936|998|1019|1057|1063|1128|1152|1171|1279|1298|1305|1323|1354|1380|1441|1447|1458|1508|1576|1609|1627|1722|1733|1781|1873|1890|1917|1922|1969,Cefradine
698,698,DB01337,Q15822|P08172|P20309,P06276,2|81|105|187|201|426|507|519|521|522|528|529|622|650|679|695|798|807|926|948|999|1017|1019|1028|1029|1035|1057|1060|1095|1126|1162|1185|1274|1292|1325|1345|1348|1466|1477|1492|1599|1630|1646|1656|1694|1745|1807|1917|1919|1951|1980|1991,Pancuronium
